age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
34,Federal-gov,198765,Bachelors,13,Single,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,No gains,No losses,35,US,<=50K
28,Private,210987,HS-grad,9,Single,Handlers-cleaners,Not-in-family,White,Male,No gains,No losses,45,Non-US,<=50K
55,Private,234321,Masters,14,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,70,US,>50K
40,State-gov,223344,Assoc-acdm,12,Couple,Protective-serv,Wife,Black,Female,No gains,No losses,40,US,<=50K
48,Self-emp-inc,189654,Prof-school,15,Couple,Prof-specialty,Husband,White,Male,Had gains,No losses,55,Non-US,>50K
36,Private,245678,HS-grad,9,Single,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,No gains,No losses,40,US,<=50K
29,Private,183456,Bachelors,13,Single,Sales,Not-in-family,White,Female,No gains,No losses,45,US,<=50K
42,Self-emp-not-inc,198765,Masters,14,Couple,Exec-managerial,Husband,Asian-Pac-Islander,Male,Had gains,No losses,60,Non-US,>50K
37,Local-gov,214567,HS-grad,9,Single,Adm-clerical,Not-in-family,Black,Female,No gains,No losses,40,US,<=50K
54,Federal-gov,167890,Doctorate,16,Couple,Prof-specialty,Husband,White,Male,Had gains,No losses,50,US,>50K
23,Private,102345,Some-college,10,Single,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,No gains,No losses,20,US,<=50K
48,State-gov,245678,Bachelors,13,Couple,Craft-repair,Husband,White,Male,No gains,No losses,55,US,>50K
36,Private,189765,Assoc-voc,11,Single,Machine-op-inspct,Not-in-family,Black,Female,No gains,No losses,38,US,<=50K
40,Self-emp-inc,230987,Masters,14,Couple,Sales,Husband,White,Male,No gains,No losses,70,US,>50K
50,Private,178901,HS-grad,9,Couple,Transport-moving,Husband,White,Male,No gains,No losses,40,US,<=50K
27,Private,156789,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,No gains,No losses,30,US,<=50K
29,Private,198765,Bachelors,13,Single,Tech-support,Not-in-family,Asian-Pac-Islander,Female,No gains,No losses,40,US,<=50K
41,Self-emp-not-inc,145523,HS-grad,9,Couple,Craft-repair,Husband,White,Male,No gains,No losses,48,US,>50K
34,Private,210987,Some-college,10,Single,Sales,Not-in-family,Black,Male,No gains,No losses,45,Non-US,<=50K
52,Federal-gov,177654,Masters,14,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,55,US,>50K
37,Private,189234,Assoc-voc,11,Single,Adm-clerical,Not-in-family,White,Female,No gains,No losses,40,US,<=50K
45,Local-gov,234567,Doctorate,16,Couple,Prof-specialty,Husband,Asian-Pac-Islander,Male,Had gains,No losses,60,Non-US,>50K
28,Private,156789,Bachelors,13,Single,Tech-support,Not-in-family,White,Female,No gains,No losses,35,US,<=50K
50,Self-emp-inc,123456,Masters,14,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,50,US,>50K
36,State-gov,178654,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,No gains,No losses,40,US,<=50K
43,Private,234567,HS-grad,9,Couple,Sales,Husband,Black,Male,No gains,No losses,60,US,>50K
29, Private,215646, Bachelors,13,Single, Tech-support, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
42, Self-emp-not-inc,209642, HS-grad,9,Couple, Craft-repair, Husband, Black, Male,No gains,No losses,50,US,>50K
37, Local-gov,189778, Some-college,10,Single, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,No gains,No losses,35,Non-US,<=50K
53, Private,302146, Doctorate,16,Couple, Prof-specialty, Husband, White, Male,Had gains,No losses,60,US,>50K
48, Federal-gov,180456, Masters,14,Couple, Exec-managerial, Wife, White, Female,No gains,No losses,55,US,>50K
24, Private,164190, Bachelors,13,Single, Sales, Not-in-family, Black, Male,No gains,No losses,40,US,<=50K
50, State-gov,231013, Bachelors,13,Couple, Protective-serv, Husband, White, Male,No gains,No losses,40,US,>50K
36, Local-gov,264457, 11th,7,Single, Handlers-cleaners, Not-in-family, Black, Female,No gains,No losses,20,US,<=50K
44, Private,22055, Some-college,10,Couple, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,No gains,No losses,45,US,>50K
27, Private,208668, Assoc-acdm,12,Single, Prof-specialty, Not-in-family, Black, Female,No gains,No losses,30,US,<=50K
61, Federal-gov,100931, HS-grad,9,Couple, Adm-clerical, Husband, White, Male,No gains,No losses,40,US,>50K
55, Self-emp-inc,130454, Some-college,10,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,60,US,>50K
33, State-gov,350651, 12th,8,Couple, Tech-support, Wife, White, Female,No gains,No losses,40,US,>50K
39, Private,196554, Prof-school,15,Single, Prof-specialty, Not-in-family, White, Male,No gains,No losses,35,US,>50K
32, Private,226696, HS-grad,9,Single, Craft-repair, Not-in-family, White, Male,No gains,No losses,50,US,>50K
47, Private,91608, Bachelors,13,Couple, Adm-clerical, Husband, White, Male,No gains,No losses,40,US,>50K
41, Private,102953, Bachelors,13,Couple, Sales, Husband, White, Male,Had gains,No losses,55,US,>50K
40, Private,266645, Masters,14,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,60,US,>50K
53, Federal-gov,223206, Doctorate,16,Couple, Prof-specialty, Husband, Asian-Pac-Islander, Male,Had gains,No losses,40,Non-US,>50K
59, Private,300104, HS-grad,9,Couple, Craft-repair, Husband, White, Male,No gains,No losses,84,US,>50K
28, Private,198743, Bachelors,13,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
54, Self-emp-not-inc,234567, HS-grad,9,Couple, Sales, Husband, Black, Male,No gains,No losses,50,US,>50K
45, Federal-gov,134567, Masters,14,Couple, Exec-managerial, Wife, Asian-Pac-Islander, Female,Had gains,No losses,45,Non-US,>50K
37, Private,289345, Some-college,10,Single, Tech-support, Not-in-family, White, Male,No gains,No losses,40,US,<=50K
29, State-gov,158934, Assoc-voc,11,Single, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,No gains,No losses,35,US,<=50K
50, Local-gov,234789, Bachelors,13,Couple, Adm-clerical, Husband, Black, Male,No gains,No losses,55,US,>50K
41, Private,198765, Doctorate,16,Couple, Prof-specialty, Husband, White, Male,Had gains,No losses,60,Non-US,>50K
33, Private,189456, 11th,7,Single, Machine-op-inspct, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
60, Self-emp-inc,245678, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,Had gains,No losses,40,US,>50K
26, Private,176543, HS-grad,9,Single, Other-service, Not-in-family, Asian-Pac-Islander, Female,No gains,No losses,30,US,<=50K
29, Private,198742, Bachelors,13,Single, Tech-support, Not-in-family, Asian-Pac-Islander, Female,No gains,No losses,40,US,<=50K
42, Self-emp-not-inc,125763, Some-college,10,Couple, Craft-repair, Husband, White, Male,No gains,No losses,45,US,>50K
37, Local-gov,287903, HS-grad,9,Single, Adm-clerical, Not-in-family, Black, Female,No gains,No losses,38,Non-US,<=50K
50, Private,158024, Masters,14,Couple, Prof-specialty, Wife, White, Female,Had gains,No losses,50,US,>50K
33, State-gov,192674, Assoc-voc,11,Single, Protective-serv, Not-in-family, White, Male,No gains,No losses,40,US,<=50K
44, Federal-gov,234567, Doctorate,16,Couple, Exec-managerial, Husband, Asian-Pac-Islander, Male,No gains,No losses,60,Non-US,>50K
28, Private,180543, Bachelors,13,Single, Sales, Not-in-family, White, Female,No gains,No losses,45,US,<=50K
61, Self-emp-inc,123456, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,Had gains,No losses,60,US,>50K
53, Private,276453, HS-grad,9,Single, Machine-op-inspct, Not-in-family, Black, Female,No gains,No losses,40,Non-US,<=50K
36, Local-gov,198765, Some-college,10,Couple, Tech-support, Husband, White, Male,No gains,No losses,35,US,<=50K
47, Private,213456, Masters,14,Couple, Prof-specialty, Wife, Asian-Pac-Islander, Female,Had gains,No losses,50,US,>50K
41, Federal-gov,167890, Bachelors,13,Single, Adm-clerical, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
55, Private,145678, Some-college,10,Couple, Exec-managerial, Husband, White, Male,Had gains,No losses,55,US,>50K
34, Self-emp-not-inc,189234, HS-grad,9,Single, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,No gains,No losses,40,US,<=50K
48, Federal-gov,154321, Bachelors,13,Couple, Prof-specialty, Husband, White, Male,No gains,No losses,50,Non-US,>50K
27, State-gov,123987, Some-college,10,Single, Tech-support, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
60, Self-emp-inc,187654, Masters,14,Couple, Exec-managerial, Husband, White, Male,Had gains,No losses,60,US,>50K
32, Local-gov,198765, Bachelors,13,Single, Sales, Not-in-family, Asian-Pac-Islander, Female,No gains,No losses,40,US,<=50K
54, Private,234567, Doctorate,16,Couple, Prof-specialty, Husband, White, Male,Had gains,No losses,50,US,>50K
43, State-gov,154321, HS-grad,9,Single, Adm-clerical, Not-in-family, Black, Female,No gains,No losses,40,Non-US,<=50K
49, Federal-gov,167890, Bachelors,13,Couple, Exec-managerial, Husband, White, Male,No gains,No losses,50,US,>50K
39, Private,198765, Some-college,10,Single, Tech-support, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
34,Private,215646,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,No gains,No losses,40,US,>50K
45,Federal-gov,234721,Masters,14,Couple,Exec-managerial,Husband,Asian-Pac-Islander,Male,Had gains,No losses,50,US,>50K
29,Private,145542,Some-college,10,Single,Adm-clerical,Not-in-family,Black,Female,No gains,No losses,30,US,<=50K
53,Self-emp-not-inc,178356,HS-grad,9,Couple,Craft-repair,Husband,White,Male,No gains,No losses,55,US,>50K
22,Private,284582,Bachelors,13,Single,Sales,Not-in-family,White,Male,No gains,No losses,40,Non-US,<=50K
39,Local-gov,162234,Masters,14,Couple,Prof-specialty,Wife,White,Female,No gains,No losses,45,US,>50K
31,Private,198773,11th,7,Single,Handlers-cleaners,Not-in-family,Black,Male,No gains,No losses,40,US,<=50K
44,State-gov,243867,Doctorate,16,Couple,Prof-specialty,Husband,White,Male,Had gains,No losses,60,US,>50K
50,Self-emp-inc,296873,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,55,US,>50K
28,Private,145543,HS-grad,9,Single,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,No gains,No losses,40,Non-US,<=50K
37,Federal-gov,187452,Some-college,10,Couple,Adm-clerical,Wife,White,Female,No gains,No losses,40,US,>50K
48,Private,210987,Assoc-voc,11,Couple,Craft-repair,Husband,White,Male,No gains,No losses,45,US,>50K
36,Local-gov,154789,Masters,14,Single,Prof-specialty,Not-in-family,Black,Female,No gains,No losses,40,US,>50K
41,Private,190345,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,50,US,>50K
33,Private,175642,HS-grad,9,Single,Sales,Not-in-family,White,Female,No gains,No losses,35,US,<=50K
40,Self-emp-not-inc,217654,Bachelors,13,Couple,Tech-support,Husband,White,Male,Had gains,No losses,60,US,>50K
27,Private,168345,Some-college,10,Single,Adm-clerical,Not-in-family,White,Female,No gains,No losses,40,Non-US,<=50K
52,State-gov,289456,Masters,14,Couple,Prof-specialty,Husband,White,Male,No gains,No losses,50,US,>50K
30,Private,198765,Assoc-acdm,12,Single,Sales,Not-in-family,White,Male,No gains,No losses,40,US,<=50K
56,Self-emp-inc,234567,Doctorate,16,Couple,Prof-specialty,Husband,White,Male,Had gains,No losses,60,US,>50K
42,Federal-gov,194567,Bachelors,13,Couple,Exec-managerial,Husband,Asian-Pac-Islander,Male,No gains,No losses,50,US,>50K
35,Private,187654,Some-college,10,Single,Tech-support,Not-in-family,White,Female,No gains,No losses,40,US,<=50K
47,Local-gov,276543,Masters,14,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,55,US,>50K
32,Private,145678,Assoc-voc,11,Single,Craft-repair,Not-in-family,Black,Male,No gains,No losses,35,Non-US,<=50K
54,Self-emp-not-inc,298765,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,60,US,>50K
38,Federal-gov,187654,Masters,14,Couple,Prof-specialty,Wife,White,Female,No gains,No losses,45,US,>50K
26,Private,165432,HS-grad,9,Single,Machine-op-inspct,Not-in-family,White,Female,No gains,No losses,40,Non-US,<=50K
49,State-gov,276543,Doctorate,16,Couple,Prof-specialty,Husband,White,Male,Had gains,No losses,50,US,>50K
43,Local-gov,198765,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,55,US,>50K
24,Private,145678,Some-college,10,Single,Sales,Not-in-family,White,Female,No gains,No losses,35,US,<=50K
46,Self-emp-inc,210987,Masters,14,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,60,US,>50K
40,Federal-gov,187654,Bachelors,13,Couple,Prof-specialty,Husband,White,Male,No gains,No losses,50,US,>50K
34,Private,198765,Assoc-acdm,12,Single,Tech-support,Not-in-family,White,Female,No gains,No losses,40,US,<=50K
55,Self-emp-not-inc,287654,Doctorate,16,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,60,US,>50K
39,Federal-gov,198765,Bachelors,13,Couple,Prof-specialty,Husband,White,Male,No gains,No losses,50,US,>50K
35,Private,176543,Some-college,10,Single,Tech-support,Not-in-family,White,Female,No gains,No losses,40,US,<=50K
51,Local-gov,276543,Masters,14,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,55,US,>50K
32,Private,145678,Assoc-voc,11,Single,Craft-repair,Not-in-family,Black,Male,No gains,No losses,35,Non-US,<=50K
54,Self-emp-not-inc,298765,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,60,US,>50K
38,Federal-gov,187654,Masters,14,Couple,Prof-specialty,Wife,White,Female,No gains,No losses,45,US,>50K
26,Private,165432,HS-grad,9,Single,Machine-op-inspct,Not-in-family,White,Female,No gains,No losses,40,Non-US,<=50K
49,State-gov,276543,Doctorate,16,Couple,Prof-specialty,Husband,White,Male,Had gains,No losses,50,US,>50K
43,Local-gov,198765,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,55,US,>50K
24,Private,145678,Some-college,10,Single,Sales,Not-in-family,White,Female,No gains,No losses,35,US,<=50K
46,Self-emp-inc,210987,Masters,14,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,60,US,>50K
40,Federal-gov,187654,Bachelors,13,Couple,Prof-specialty,Husband,White,Male,No gains,No losses,50,US,>50K
34,Private,198765,Assoc-acdm,12,Single,Tech-support,Not-in-family,White,Female,No gains,No losses,40,US,<=50K
55,Self-emp-not-inc,287654,Doctorate,16,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,60,US,>50K
39,Federal-gov,198765,Bachelors,13,Couple,Prof-specialty,Husband,White,Male,No gains,No losses,50,US,>50K
35,Private,176543,Some-college,10,Single,Tech-support,Not-in-family,White,Female,No gains,No losses,40,US,<=50K
51,Local-gov,276543,Masters,14,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,55,US,>50K
32,Private,145678,Assoc-voc,11,Single,Craft-repair,Not-in-family,Black,Male,No gains,No losses,35,Non-US,<=50K
54,Self-emp-not-inc,298765,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,60,US,>50K
38,Federal-gov,187654,Masters,14,Couple,Prof-specialty,Wife,White,Female,No gains,No losses,45,US,>50K
26,Private,165432,HS-grad,9,Single,Machine-op-inspct,Not-in-family,White,Female,No gains,No losses,40,Non-US,<=50K
49,State-gov,276543,Doctorate,16,Couple,Prof-specialty,Husband,White,Male,Had gains,No losses,50,US,>50K
43,Local-gov,198765,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,55,US,>50K
24,Private,145678,Some-college,10,Single,Sales,Not-in-family,White,Female,No gains,No losses,35,US,<=50K
46,Self-emp-inc,210987,Masters,14,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,60,US,>50K
40,Federal-gov,187654,Bachelors,13,Couple,Prof-specialty,Husband,White,Male,No gains,No losses,50,US,>50K
29,Private,209642,Bachelors,13,Single,Tech-support,Not-in-family,White,Female,No gains,No losses,45,US,<=50K
42,Self-emp-not-inc,187365,Masters,14,Couple,Exec-managerial,Husband,Asian-Pac-Islander,Male,Had gains,No losses,55,Non-US,>50K
37,Federal-gov,120987,Some-college,10,Single,Adm-clerical,Not-in-family,Black,Female,No gains,No losses,38,US,<=50K
54,Local-gov,150234,Doctorate,16,Couple,Prof-specialty,Wife,White,Female,Had gains,No losses,40,US,>50K
23,Private,245678,Assoc-voc,11,Single,Sales,Not-in-family,White,Male,No gains,No losses,30,Non-US,<=50K
61,Self-emp-inc,134567,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,60,US,>50K
49,Private,198765,HS-grad,9,Couple,Craft-repair,Husband,Amer-Indian-Eskimo,Male,No gains,No losses,45,US,<=50K
35,Private,176543,Bachelors,13,Single,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,No gains,No losses,40,US,>50K
28,State-gov,212345,Some-college,10,Single,Protective-serv,Not-in-family,Black,Male,No gains,No losses,40,US,<=50K
60,Private,186543,HS-grad,9,Couple,Exec-managerial,Husband,White,Male,Had gains,No losses,50,US,>50K
37,Private,189781,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,50,US,>50K
28,Self-emp-not-inc,234721,HS-grad,9,Single,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,No gains,No losses,40,Non-US,<=50K
45,Federal-gov,182109,Masters,14,Couple,Prof-specialty,Husband,Black,Male,Had gains,No losses,60,US,>50K
52,Private,186123,Some-college,10,Single,Sales,Not-in-family,White,Female,No gains,No losses,45,US,<=50K
34,State-gov,267418,Assoc-voc,11,Couple,Tech-support,Wife,White,Female,No gains,No losses,40,US,>50K
41,Local-gov,212345,Doctorate,16,Couple,Prof-specialty,Husband,White,Male,Had gains,No losses,55,Non-US,>50K
23,Private,145678,11th,7,Single,Handlers-cleaners,Not-in-family,Black,Male,No gains,No losses,30,US,<=50K
50,Self-emp-inc,198765,Bachelors,13,Couple,Exec-managerial,Husband,White,Male,No gains,No losses,60,US,>50K
29,Private,223344,HS-grad,9,Single,Adm-clerical,Not-in-family,White,Female,No gains,No losses,40,Non-US,<=50K
60,Federal-gov,210987,HS-grad,9,Couple,Protective-serv,Husband,White,Male,No gains,No losses,40,US,>50K
29, Private,194728, Bachelors,13,Single, Prof-specialty, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
42, Self-emp-not-inc,292175, Masters,14,Couple, Exec-managerial, Husband, Asian-Pac-Islander, Male,Had gains,No losses,60,Non-US,>50K
34, Federal-gov,167493, Some-college,10,Single, Adm-clerical, Not-in-family, Black, Female,No gains,No losses,50,US,<=50K
55, Local-gov,125634, HS-grad,9,Couple, Protective-serv, Husband, White, Male,No gains,No losses,40,US,>50K
37, Private,180987, Doctorate,16,Single, Prof-specialty, Not-in-family, White, Male,Had gains,No losses,45,US,>50K
48, State-gov,209345, Bachelors,13,Couple, Tech-support, Wife, Asian-Pac-Islander, Female,No gains,No losses,40,Non-US,>50K
23, Private,120345, 11th,7,Single, Sales, Not-in-family, Black, Female,No gains,No losses,30,US,<=50K
50, Self-emp-inc,278634, Masters,14,Couple, Exec-managerial, Husband, White, Male,Had gains,No losses,55,US,>50K
31, Private,234567, Assoc-voc,11,Single, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,No gains,No losses,40,US,<=50K
44, Federal-gov,198765, Bachelors,13,Couple, Adm-clerical, Husband, Black, Male,No gains,No losses,40,US,>50K
29, Private,178456, Bachelors,13,Single, Tech-support, Not-in-family, Asian-Pac-Islander, Female,No gains,No losses,45,US,<=50K
42, Self-emp-not-inc,123456, Masters,14,Couple, Exec-managerial, Husband, White, Male,Had gains,No losses,60,US,>50K
36, Local-gov,234567, Assoc-voc,11,Single, Craft-repair, Not-in-family, Black, Male,No gains,No losses,40,Non-US,<=50K
53, Private,345678, Doctorate,16,Couple, Prof-specialty, Husband, White, Male,Had gains,No losses,55,US,>50K
28, Federal-gov,456789, Some-college,10,Single, Adm-clerical, Not-in-family, White, Female,No gains,No losses,30,US,<=50K
37, State-gov,567890, HS-grad,9,Couple, Protective-serv, Husband, Black, Male,No gains,No losses,40,US,<=50K
49, Self-emp-inc,678901, Bachelors,13,Couple, Sales, Husband, White, Male,Had gains,No losses,50,US,>50K
33, Private,789012, 11th,7,Single, Handlers-cleaners, Not-in-family, White, Male,No gains,No losses,40,Non-US,<=50K
61, Federal-gov,890123, Masters,14,Couple, Exec-managerial, Husband, Asian-Pac-Islander, Male,Had gains,No losses,45,US,>50K
44, Local-gov,901234, Bachelors,13,Single, Tech-support, Not-in-family, White, Female,No gains,No losses,35,US,<=50K
29, Private,209642, Bachelors,13,Single, Tech-support, Not-in-family, White, Female,No gains,No losses,40,US,<=50K
42, Self-emp-not-inc,174938, HS-grad,9,Couple, Craft-repair, Husband, Black, Male,No gains,No losses,55,Non-US,>50K
36, Local-gov,198675, Masters,14,Couple, Prof-specialty, Wife, Asian-Pac-Islander, Female,No gains,No losses,40,US,>50K
53, Private,234578, Some-college,10,Single, Sales, Not-in-family, White, Male,Had gains,No losses,60,US,>50K
